Type,0%,2.4%,25%,50%,75%,97.6%,100%
sc01,0,0,0,0,0,0,0
sc02,0,0,0,0,0,0,0
sc03,0,0,0,0,0,0,0
sc04,0,0,0,0,0,0,0
sc05,0,0,0,0,0,0,0
sc06,0,0,0,0,0,0,0
sc07,0,0,0,0,0,0,0
sc08,0,0,0,0,0,0,0
sc09,0,0,0,0,0,0,0
sc10,0,0,0,0,0,0,0
