Type,0%,2.4%,25%,50%,75%,97.6%,100%
sc01,1,1,1,1,1,1,1
sc02,1,1,1,1,1,1,1
sc03,1,1,1,1,1,1,1
sc04,1,1,1,1,1,1,1
sc05,1,1,1,1,1,1,1
sc06,1,1,1,1,1,1,1
sc07,1,1,1,1,1,1,1
sc08,1,1,1,1,1,1,1
sc09,1,1,1,1,1,1,1
sc10,1,1,1,1,1,1,1
